drzava;opis;regija;barva;cena;stopnja_alkohola;ime;vrsta;slika;vonj;velikost;okus
United States;Aromas of dark cherry and berry fruit, cassis, sweet vanilla and a hint of olive. On the palate, the wine has a smooth entry with a rich mouthfeel and lingering aftertaste of black cherry and dusty cocoa.;California;Red;46.09;14.5;2015 Stags Leap W.C. Artemis Cabernet Sauvignon;blend;https://dsi2vjvztwiuk.cloudfront.net/website/products/104714/bottle/754856/original.png;currant,   blackberry,   cherry,   cedar,   cigar box,   violet,   rose,   truffle,   earth,   coffee,   leather,   mocha,   vanilla and   tobacco;0.75;currant,   blackberry,   cherry,   bell pepper,   olive,   asparagus,   spice,   ginger,   oak,   vanilla,   black cherry,   plum,   smoke,   toast,   tar,   lead,   cedar,   molasses and   dark fruit
Germany;A moment of total clarity that will stay with you as long as you live (assuming you like it). Sleek as a marathon runner with a breathtaking herbal-mineral freshness at the finish. Has decades of potential ahead of it. ;Mosel;White;34.95;7.5;2016 Willi Schaefer Graacher Domprobst Spatlese Ap #10;Riesling;https://dsi2vjvztwiuk.cloudfront.net/website/products/104715/bottle/754873/original.png;petrol,   flint,   rose petal,   violet,   orange peel,   apple,   pear and   peach;0.75;apple,   pear,   peach,   apricot and   honey
United States;Our 2016 Ménage à Trois exposes the fresh, ripe, jam like fruit that is the calling card of California wine. Forward, silky and soft, this delicious dalliance makes the perfect accompaniment for grilled meats and chicken. Ménage à Trois Red brings together three strange bedfellows: Zinfandel, Merlot and Cabernet Sauvignon. To add complexity and retain character, each variety was fermented separately, then blended together prior to bottling. On top we’ve got Zinfandel, a saucy tease that brings blackberry and raspberry jam to the relationship. Merlot, with its generous mouth feel and red fruits, fits perfectly in the middle. The rich flavors and firm tannins of Cabernet Sauvignon make it the ideal candidate for the bottom layer of the trio.;California;Red;8.99;13.6;2016 Folie A Deux Menage A Trois Rouge;blend;https://dsi2vjvztwiuk.cloudfront.net/website/products/104716/bottle/755334/original.png;candy,   vanilla,   oak,   smoke,   tar,   musk,   mushroom,   violet,   rose,   truffle,   earth,   coffee,   leather,   currant,   blackberry,   cherry,   cedar and   cigar box;0.75;jam,   blueberry,   black pepper,   cherry,   plum,   boysenberry,   cranberry,   licorice,   currant,   black cherry,   bell pepper,   olive,   oak,   smoke,   toast,   tar,   blackberry,   asparagus,   spice,   ginger and   vanilla
Germany;Be prepared for this radical and fundamental wine that has more power and freshness than is decent or correct. The finish may be too much for you, but there’s profound truth in this amazing wine. Drink now or hold.;Nahe;White;83.97;9.0;2016 Schafer Frohlich Riesling Halenberg Nahe Grosses Gewachs;Riesling;https://dsi2vjvztwiuk.cloudfront.net/website/products/104719/front/754793/original.png;petrol,   flint,   rose petal,   violet,   orange peel,   apple,   pear and   peach;0.75;apple,   pear,   peach,   apricot and   honey
United States;An easy drinking red blend, nicely balanced with a medium - long finish.  Drink now;California;Red;14.09;;2016 Coppola Diamond Collection Claret;blend;https://dsi2vjvztwiuk.cloudfront.net/website/products/104722/bottle/755432/original.png;currant,   blackberry,   cherry,   cedar,   cigar box,   mocha,   leather,   vanilla,   tobacco,   broccoli,   berry,   flower,   violet,   rose,   truffle,   earth and   coffee;0.75;currant,   blackberry,   cherry,   bell pepper,   olive,   asparagus,   spice,   ginger,   oak,   vanilla,   lead,   cedar,   molasses,   dark fruit,   tobacco,   raspberry,   cassis,   violet,   pepper,   green bean,   black cherry,   plum,   smoke,   toast and   tar
New Zealand;Ana is part of the Eradus Estate family of wines grown entirely in the Awatere Valley, a sub region of Marlborough with its own unique microclimate. The Awatere Valley is windier, dryer, stonier and cooler compared to Marlborough’s other growing regions and these conditions contribute to the wines having a lovely mineral backbone with crisp clean acidity.;North Island;White;10.99;13.5;2017 Ana Sauvignon Blanc;Sauvignon Blanc;https://dsi2vjvztwiuk.cloudfront.net/website/products/104729/bottle/754917/original.png;apple,   pear,   kiwi,   citrus,   stone,   grapefruit and   melon;0.75;grass,   gooseberry,   grapefruit,   lime,   melon,   citrus,   mineral and   flint
France;All red grapes are harvested by hand, de-stemmed, and gravity fed into cuve, harvest usually begins around September 10th and ends at the beginning of October, vinification lasts approximately 45 days, fermentation, maceration, and pressing of the skins, aging of the wines can last up to 18 months, depending on the vintage.<BR><BR>Today, Château La Roque is in the capable hands of Jacques Figuette, who has continued to convert to organic and now biodynamic viticulture, as planned by the previous owner and Languedoc legend, Jack Boutin. Jacques is guided by the talented Cyriaque Rozier, who makes the wine both here and at Château Fontanès. Though the property has responded to circumstance, its destiny seems irrevocably intertwined with its vines. Thirty-two of the Château’s eighty hectares are consecrated to terraced vineyard land with south-southeast sun exposure, on clay and limestone soils. This is unique terroir. Garrique, the aromatic scrub brush that dominates the landscapes of the South, asserts its presence among these vines. Syrah, Grenache, and Mourvèdre, the noble varietals that Jack Boutin planted here years ago, make up the reds. The whites include Viognier, Rolle, Grenache Blanc, Roussane and Marsanne. In the wise words of KLWM salesperson and legend, Michael Butler, “Lay down a few cases of history.” -Importer;Languedoc;Red;17.98;13.5;2014 Chateau La Roque Pic Saint Loup Cupa Numismae;blend;https://dsi2vjvztwiuk.cloudfront.net/website/products/104735/bottle/755315/original.png;"spice box,   cedar,   dark fruit,   thyme
,   clove
,   cinnamon
,   black pepper
 and   mint";0.75;"currant,   blueberry,   blackberry,   strawberry,   blackberry
,   violet
,   oak
,   smoke
,   toast
 and   vanilla"
Italy;"This international variety finds ideal growing conditions in Veneto. Silterra Merlot has a bright ruby red color with a touch of purple. There are aromas of fresh red-berried fruits on the nose. The palate is smooth and harmonious, full-bodied with velvety tannins through to the finish. It will pair well with lasagne, gnocchi with game sauces, beef stew with polenta, and aged cheeses."" -Importer";Veneto;Red;7.99;13.0;2014 Silterra Merlot;Merlot;https://dsi2vjvztwiuk.cloudfront.net/website/products/104736/bottle/754905/original.png;violet,   rose,   truffle,   earth,   coffee and   leather;0.75;currant,   black cherry,   plum,   bell pepper,   olive,   oak,   smoke,   toast and   tar
United States;The 2014 Hudson Rock Russian River Chardonnay is from a spectacular set of vineyards located in the last bend in the Russian River before it heads into the Redwoods and to the Pacific. This is a loamy, pebbly, benchland that gets a traditional daytime heat blast and then a river of cold air up the valley from the ocean. Only 4% of the wine goes through malolactic fermentation. Aged in French oak barrels for 6 months. Soft with a plump fruit center. Distinctive peach nose. The wine is vegan.;California;White;16.98;13.5;2014 Hudson Rock Russian River Chardonnay;Chardonnay;https://dsi2vjvztwiuk.cloudfront.net/website/products/104747/bottle/755146/original.png;apple,   pear,   peach,   apricot,   lemon,   lime,   orange,   pineapple,   kiwi,   butter,   cream and   vanilla;0.75;apple,   pear,   peach,   apricot,   lemon,   lime,   orange,   pineapple,   kiwi,   butter,   cream and   vanilla
France;Terroir: Château Mont-Redon owns 25 hectares of vines in the Côtes du Rhône appellation. Around the towns of Orange and Roquemaure, their Côtes du Rhône vines are planted on stony, limestone-clay plains. The generous sun encourages the grapes to reveal all their best qualities on these terroirs. They also purchase premium wines from the top growers in the region to make wines under the label “Réserve Mont-Redon”. Vinification: Grapes are harvested by hand in mid September and transferred to the winery where they are sorted and destemmed. Maceration and fermentation occurs at cool temperatures in stainless steel tanks over a period of three weeks followed by brief ageing large vats.;Rhone;White;16.99;13.0;2016 Mont Redon Cotes Du Rhone Blanc Reserve;blend;https://dsi2vjvztwiuk.cloudfront.net/website/products/104749/bottle/755009/original.png;"herb
,   tea
,   wild flower
,   apple,   orange blossom,   acacia,   violet,   anise and   mint";0.75;"herbal tea
,   wild flower
,   almond
,   apple
,   pear
,   crisp acid,   honey,   orange,   mango,   kiwi and   tangerine"
Australia;The grapes are hand-harvested in small boxes and fermented whole bunch with no additives and pressed to barrel. Nightly battonage is implemented over a 9 month period of time helping to soften the wine and provide more texture. The wine spends 12 months total in French oak, of which 10% is new French barrique, the remainder is 2-3 year old French puncheons and barriques.;South Australia;White;49.99;13.0;2013 Bk Wines ;Chardonnay;https://dsi2vjvztwiuk.cloudfront.net/website/products/104753/bottle/755336/original.png;apple,   pear,   peach,   apricot,   lemon,   lime,   orange,   pineapple,   kiwi,   butter,   cream and   vanilla;0.75;apple,   pear,   peach,   apricot,   lemon,   lime,   orange,   pineapple,   kiwi,   butter,   cream and   vanilla
United States; This chardonnay combines the finest chardonnay lots of the vintage, from 100% Nekia soils in the Eola-Amity Hills, Bunker Hill (Salem) and Dundee. Inspired by Stone's mother and aunt.;Oregon;White;89.99;13.5;2015 Lingua Franca Chardonnay Sisters Willamette Valley;Chardonnay;https://dsi2vjvztwiuk.cloudfront.net/website/products/104758/bottle/755024/original.png;apple,   pear,   peach,   apricot,   lemon,   lime,   orange,   pineapple,   kiwi,   butter,   cream and   vanilla;0.75;apple,   pear,   peach,   apricot,   lemon,   lime,   orange,   pineapple,   kiwi,   butter,   cream and   vanilla
France;"Our vineyards producing our Vosne-Romanée are located in the climats 'Les Quartiers de Nuits', 'les Hautes Maizières' and 'Les Chaladins'.  The 3 plots are located in the north of Vosne-Romanée, touching Clos de Vougeot Grand Cru. The soil is a classic mix of limestone and clay. However the plot 'Les Hautes Maizières' offers a solid calcareous entrochal.<BR><BR>Displays lovely dark ruby colour with purple tints.  The nose express red fruits notes as cherries and mild-spices notes as pepper and nutmeg.  On the palate, the wine is fresh and fruity. Tannins are silky and matured. Rich and long finish.  Our Vosne-Romanée 2015 will perfectly pair with rabbit gibelotte, duck confit, Parmentier of duck as well as fresh cheeses"" -Winery";Burgundy;Red;69.97;14.0;2015 Domaine Des Perdrix Vosne Romanee;Pinot Noir;https://dsi2vjvztwiuk.cloudfront.net/website/products/104764/bottle/754886/original.png;barnyard,   cherry,   plum,   game and   tomato;0.75;ripe cherry,   plum,   strawberry,   raspberry and   mushroom
United States;"Three sites were selected for the Cabernet Sauvignon portion of the blend. A mountainside vineyard on the rocky clays of Spring Mountain provides most of the structure to the wine. This is combined with a site at the base of Spring Mountain just into the St. Helena AVA which contributes to the warmth and red fruits. This is all held together with the tenderloin of Napa Valley and the inclusion of valley floor, Oakville, tying in superb aromas and sexy texture. Merlot from Spring Mountain is known for its tannin and lifts the midpalate weight with a bit of Oakville Franc and Spring Mountain Syrah adding the salt & pepper to the blend."" - Importer";California;Red;47.98;14.5;2014 Abram;blend;https://dsi2vjvztwiuk.cloudfront.net/website/products/104765/bottle/755339/original.png;currant,   blackberry,   cherry,   cedar,   cigar box,   violet,   rose,   truffle,   earth,   coffee,   leather,   tobacco,   broccoli,   berry,   flower,   spice box and   dark fruit;0.75;currant,   blackberry,   cherry,   bell pepper,   olive,   asparagus,   spice,   ginger,   oak,   vanilla,   black cherry,   plum,   smoke,   toast,   tar,   tobacco,   raspberry,   cassis,   violet,   pepper,   green bean,   blueberry and   strawberry
